Das kompositorische Werk Emanuel Vogts,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
ID,Datum,Titel,Genre/Dokument,Besetzung,"Original, Kopie",Bemerkung
1569,1978,Kyrie 1978,Notensatz,Unisono-Chor und Orgel,Kopie,
1570,1977,Wenn ich auf Amorbach geh,Chorsatz,gem. Chor,Original,
1571,,Zum Abschied von Pastor Johannes Freese und Frau Christa,Chorsatz,gem. Chor,Kopie,
1572,1992,Von Wäldern umgeben…,Chorsatz,gem. Chor,Kopie,
1573,1998,Nun ist die Zeit der Gnaden,Chorsatz,gem. Chor,Original,
1574,1977,"Herr Christ, hilf uns",Chorsatz,gem. Chor,Kopie,für den Windsbacher Kirchenchor gesetzt. Auflage 25 Stück
1575,1998,Ich steh vor dir mit leeren Händen,Chorsatz,gem. Chor,Original,
1567,1996,Es kommt ein Schiff geladen,Chorsatz,gem. Chor,Kopie,Meinem lieben Freund Helmut Duffe und dem Kirchenchor Windsbach 13.10.1996
1577,1989,"Siehe, das ist Gottes Lamm",Chorsatz,gem. Chor,Original,
1578,1988,Im schönsten Wiesengrunde,Chorsatz,gem. Chor,Kopie,für den Kirchenchor Ashausen geschrieben
1579,1990,Vater unser (Matth. 6) nach Rimskij Korsakov,Chorsatz,Frauen,Original,
1580,,ohne Inhalt,,,,
1581,1971,Psalm 124,Chorsatz,gem. Chor,Kopie,
1582,,Unser Heiland ist geborn,Notensatz,Singstimmen,Kopie,Kanons zur Advents- u. Weihnachtszeit
1583,,Tragt in die Welt nun ein Licht,Notensatz,Singstimmen,Kopie,Kanons zur Advents- u. Weihnachtszeit
1584,,Gloria,Notensatz,Singstimmen,Kopie,Kanons zur Advents- u. Weihnachtszeit
1585,,Die Seligpreisungen,Chorsatz,gem. Chor,Original,
1586,1990,Flötenmusik zum 36. Hochzeitstag von Brigitte und Manuel ,Notensatz,Flöten,Original,in Norge
1587,1990,Nacht-Stück für Franziska Hörisch,Notensatz,Klavier,Original,für Franziska Hörisch
1588,,Ein Sternlein,Notensatz,"Orgel, Piano",Original,
1589,,O du lieber Augustin,Notensatz,"Gesang, Klavier",Original,
1590,,Eine alte Nähmaschine,Notensatz,Singstimme,Original,
1591,,Ritter Kauz von Rabensee,Notensatz,Singstimme,Original,
1592,1982,Vogelfang,Notensatz,Singstimme,Original,"aus ""Hirtenflöte"" v. J. Krüss"
1593,1982,Die Grille und die Ameise,Notensatz,Singstimme,Original,"aus ""Hirtenflöte"" v. J. Krüss"
1594,1982,"Holla Kühe, holla Küh",Notensatz,Singstimme,Kopie,"aus ""Hirtenflöte"" v. J. Krüss"
1595,1983,Herr Schnecke,Notensatz,Singstimme,Kopie,Text: J. Krüss
1596,,"Alleluja, Alleluja…",Chorsatz,3 Frauen u. eine Männerstimme,Original,
1597,,O freudenreicher Tag,Chorsatz,gem. Chor,Original,
1598,1988,"Wir kommen, Herr, zu deinem Haus",Chorsatz,gem. Chor,Kopie,
1599,1992,"So gehst du nun, mein Jesu, hin",Chorsatz,gem. Chor,Original,
1600,1992,Machet die Tore weit,Chorsatz,gem. Chor,Kopie,
1601,1986,Ein wunderbarer Traum…,Chorsatz,gem. Chor,Kopie,"Dem Kirchenchor St. Margareten im Zeichen fünfundzwanzigjährigen Hzusammenwirkens von Herzen gewidmet. 15.11.1986, Emanuel Vogt"
1602,1996,"Wach auf, wach auf (Vorspiel)",Orgelsatz,Orgel,Kopie,"für meine verehrte Kollegin, Frau Helga Maria Maltry, Potsdam, zum gottesdienstlichen Gebrauch, aber auch zzm häuslichen Gebrauch und Freude gewidmet, Emanuel Vogt, Norwegen, Aug. 96"
1603,1990,"Ein Schiff, das sich Gemeinde nennt",Tonsatz,Orgel,Kopie,"für Herrn Christian Wagner, Buchbrunn, in eine hoffentlich ""erträgliche"" Fassung gebracht. 24.4.90"
1604,1996,Ich bin die Auferstehung,Chorsatz,Frauen,Original,"Ursprünglich vierstimmig, Umarbeitung Emanuel Vogt"
1605,,Denn es ist Weihnachtszeit,Chorsatz,Frauenchor und Orgel,Original,
1606,1994,Einzug ins Weihnachtszimmer,Notensatz,Klavier,Original,
1607,1994,Stille vor dem Lichterbaum,Notensatz,Klavier,Original,
1608,1994,Abschied von Kathrin und Stefan,Notensatz,Klavier,Original,Bleistift-Manuskript
1609,1992,Geh aus mein Herz,Chorsatz,gem. Chor,Kopie,
1610,1974,Tastenspiele 8,Orgelsatz,Orgel,Original,
1611,1974,Spielstück für Orgel,Orgelsatz,Orgel,Original,
1612,1974,Tastenspiel 10,Orgelsatz,Orgel,Original,
1613,1970,Tastenspiele 2,Orgelsatz,Orgel,Original,
1614,1969,Tastenspiel 4,Orgelsatz,Orgel,Kopie,
1615,1970,Intermezzo 6,Orgelsatz,Orgel,Original,
1616,1970,Tastenspiele 3,Orgelsatz,Orgel,Original,
1617,1974,Spielstück für Orgel,Orgelsatz,Orgel,Original,
1618,1971,Schaffe in mir Gott ein reines Herz,Chorsatz,dreistimmiger Chor,Original,"Meiner lieben Frau Brigitte von Herzen zugeeignet, Emanuel, Norwegen, am 10. Aug. 1971"
1619,,Vor ihren Kindern war es nicht verschwieben,Notensatz,,Original,Bleistift- Fragment
1620,,Wäre der Herr nicht für uns gewesen,Notensatz,,Original,Bleistift-Fragment - Oktavheft
1621,,Ein reines Herz,Notensatz,Klavier,Original,Bleistift-Manuskript - Oktavheft
1622,,Straf mich nicht,Notensatz,Klavier,Original,Bleistift-Manuskript - Oktavheft
1623,,Sei Lob und Ehr,Notensatz,Klavier,Original,Bleistift-Manuskript - Oktavheft
1624,,Nun lob meine Seel,Notensatz,Klavier,Original,Bleistift-Manuskript - Oktavheft
1625,,Nun jauchzet dem Herrn,Notensatz,Klavier,Original,Bleistift-Manuskript - Oktavheft
1626,,"Psalm 30 - Ich preise dich, Herr…",Notensatz,Klavier,Original,Bleistift-Manuskript - Oktavheft
1627,,"Betgemeinde, heilge dich",Notensatz,Klavier,Original,Bleistift-Manuskript - Oktavheft
1628,1972,Das ist meine Freude - Psalm 73,Notensatz,"Instr., Singstimme, Klavier o. Orgel",Druck,Verlag des Evangelischen Sängerbundes e. V.  Wuppertal Elberfeld
1629,1964,Kommet her zu Mir alle,Notensatz,Singstimme,Druck,Verlag des Evangelischen Sängerbundes e. V.  Wuppertal Elberfeld
1630,1967,Danket dem Herren ewiglich,Notensatz,"Instr., Singstimme",Druck,Verlag des Evangelischen Sängerbundes e. V.  Wuppertal Elberfeld
1631,1964,Kleine Motette zum Osterfest,Notensatz,"einst. Chor, Orgel",Kopie,
1632,1997,Wir glauben Gott,Chorsatz,gem. Chor,Kopie,
1633,1973,"Das Volk, das im Finstern umhergeht",Notensatz,"Solo-Instr., Singstimme, Tasteninstr.",Druck,Verlag des Evangelischen Sängerbundes e. V.  Wuppertal Elberfeld
1634,1972/1984,Chor-Introitus zum Christfest,Chorsatz,gem. Chor,Kopie,"Im Oktober 84 für Kantorei St. Nicolai, Neuendettelsau, umgearbeitet"
1635,1996,Ein Schäfermädchen weidete,Chorsatz,gem. Chor,Kopie,
1636,1996,Zeit zum Leben,Chorsatz,gem. Chor,Kopie,
1637,1996,Ich wünsche dir Zeit,Chorsatz,gem. Chor,Kopie,
1638,1997,2. Kor. 12/9 - Motette für vierstimmigen gemischten Chor,Chorsatz,gem. Chor,Kopie,
1639,1997,Wie der Hirsch lechzt,Chorsatz,gem. Chor,Original,
1640,1997,Wir glauben Gott,Chorsatz,gem. Chor,Original,
1641,1997,Mit dem Rad…,Chorsatz,gem. Chor,Original,mit Skizze :-)
1642,1990,Ach könnte nur dein Herz…,Chorsatz,gem. Chor,Original,
1643,1990,O Wunder,Chorsatz,gem. Chor,Original,
1644,1989,"Josef Weinheber - ""August""",Notensatz,Singstimme und Orgel,Kopie,"…sei Euch, Ihr beiden Viky und Udo ziur Hochzeit am 26.8.89 in Noten gesetzt von eurem Emanuel Vogt"
1645,1989,"Josef Weinheber - ""August""",Notensatz,Singstimme und Klavier,Kopie,"…sei Euch, Ihr beiden Viky und Udo ziur Hochzeit am 26.8.89 in Noten gesetzt von eurem Emanuel Vogt"
1646,,Durch das dürre Tal,Chorsatz,gem. Chor,Kopie,"Frau Karin Naaß zum 40. Geburtstag mit allen guten Wünschen für Familie, Haus und Chor! Emanuel Vogt"
1647,1989,Geistlicher Spruch,Notensatz,"Singstimme, Orgel?",Kopie,
1648,,788 - Beerdigung - Ende des Kirchenjahres,Notensatz,?,Kopie,
1649,,"801,7 - Seite 2",Notensatz,?,Kopie,
1650,1976,Ich steh an deiner Krippen hier,Chorsatz,gem. Chor,Original,
1651,1977,"Auf, auf, mein Herz mit Freuden",Chorsatz,gem. Chor,Original,für den Windsbacher Kirchenchor gesetzt. Auflage 25 Stück
1652,1977,Selig wer an Jesum denkt,Chorsatz,gem. Chor,Original,für den Windsbacher Kirchenchor gesetzt. Auflage 25 Stück
1653,,Ruhet von des Tages Müh',Notensatz,Einzelstimme,Original,
1653a,,O du stille Zeit,Notensatz,gem. Chor,Original,
1654,1993,"Wo man singt…, Große Glock'…, Lasst uns beginnen…, Singen, das macht…",Notensatz,gem. Chor,Original,
1655,1993,Sikilos Lied,Notensatz,"Dudelsack, Orgel",Original,Anlässlich des Orgeljubiläums in Oberampfrach am 17.10.93
1656,1993,Gelobet seist du…,Notensatz,"Dudelsack, Orgel",Original,Anlässlich des Orgeljubiläums in Oberampfrach am 17.10.93
1657,1990,"Bist du bereit, o Christenheit",Chorsatz,gem. Chor,Kopie,
1658,1998,Jahreslosung 1998,Chorsatz,gem. Chor,Kopie,
1659,1997,Nürnberger Krippenlied,Chorsatz,gem. Chor,Original,
1660,1997,Der Frühling ist da,Chorsatz,gem. Chor,Original,
1661,1978,Advents-Intrade,Bläsersatz,Bläser,Druck,Verlag?
1662,,ohne Inhalt,,,,
1663,,Christus ist erstanden - Motette für Frauen- und Männerstimmen,Chorsatz,gem. Chor,Kopie,
1664,,Leise rieselt der Schnee,Notensatz,"Orgel, Klavier",Kopie,
1665,,Zu Bethlehem geboren,Notensatz,"Orgel, Klavier",Kopie,für meine beiden Woltersdorfer Mädels
1666,,"Stille Nacht, heilge Nacht",Notensatz,"Orgel, Klavier",Kopie,
1667,,"Presto agitato - Seite 2, Seite 1 fehlt",Orgelsatz,Orgel,Kopie,
1668,1970,Festliche Einleitung,Orgelsatz,Orgel,Kopie,
1669,,ohne Inhalt,,,,
1670,1962,"Freut euch, ihr lieben Christen",Notensatz,"Instr., Singstimme, Klavier o. Orgel",Druck,Verlag des Evangelischen Sängerbundes e. V.  Wuppertal Elberfeld
1671,1972,Das ist meine Freude - Psalm 73,Notensatz,"Instr., Singstimme, Klavier o. Orgel",Druck,Verlag des Evangelischen Sängerbundes e. V.  Wuppertal Elberfeld
1672,1978,Getrost allezeit,Notensatz,"Instr., Singstimme, Klavier o. Orgel",Druck,Verlag des Evangelischen Sängerbundes e. V.  Wuppertal Elberfeld
1673,1975,"Siehe, um Trost war mir sehr bange",Notensatz,"Singstimme, Instrument",Druck,Verlag des Evangelischen Sängerbundes e. V.  Wuppertal Elberfeld
1674,1972,Ich bin das Licht der Welt,Notensatz,"Singstimme, Instrument",Druck,Verlag des Evangelischen Sängerbundes e. V.  Wuppertal Elberfeld
1675,1967,"Hör auf, auf dich zu schauen",Notensatz,"Singstimme, Instrument",Druck,Verlag des Evangelischen Sängerbundes e. V.  Wuppertal Elberfeld
1676,1966,Du darfst glauben,Notensatz,"Singstimme, Instrument",Druck,Verlag des Evangelischen Sängerbundes e. V.  Wuppertal Elberfeld
1676a,1966,Freut euch im Herren allewege,Notensatz,"Singstimmen, Instrument",Druck,Verlag des Evangelischen Sängerbundes e. V.  Wuppertal Elberfeld
1677,,Strophe 2 und 4 und 6,Notensatz,Gemeinde und Bläser,Kopie,
1678,,"Ihr lieben Christen,freut euch nun",Notensatz,"Singstimmen, Instr., Harmonium",Druck,Verlag des Evangelischen Sängerbundes e. V.  Wuppertal Elberfeld
1679,,"Gott liebt diese Welt, Gott in der Höh sei Preis",Notensatz,"Orgel, Klavier",Kopie,
1680,1987,Christus nahm dem Tod die Macht,Chorsatz,gem. Chor,Kopie,
1681,1987,Nun öffnet eure Türen,Chorsatz,Männer,Kopie,
1682,,Leben im Schatten,Chorsatz,gem. Chor,Kopie,
1683,,Gott lädt uns ein,Chorsatz,gem. Chor,Kopie,
1684,1998,"Freut euch, ihr lieben Christen",Chorsatz,gem. Chor,Kopie,
1685,1998,"Freut euch, ihr lieben Christen",Chorsatz,gem. Chor,Kopie,
1686,1977,Ich weiß ein Maidlein,Chorsatz,gem. Chor,Kopie,
1687,,Spielstück in a-moll,Orgelsatz,Orgel,Druck,Verlag?
1688,1972,Präludium in B-Dur,Orgelsatz,Orgel,Druck,Verlag?
1689,,"O Gott, du frommer Gott",Orgelsatz,Orgel,Original,
1690,2000,"Seht, die gute Zeit",Orgelsatz,Orgel,Original,
1691,1990,Was soll das bedeuten,Klaviersatz,Klavier,Original,aus: Weihnachtslieder für Klavier
1692,1990,Morgen kommt der Weihnachtsmann,Klaviersatz,Klavier,Original,aus: Weihnachtslieder für Klavier
1693,1990,Komm wir gehen nach Bethlehem,Klaviersatz,Klavier,Original,aus: Weihnachtslieder für Klavier
1694,1990,Kling Glöckchen,Klaviersatz,Klavier,Original,aus: Weihnachtslieder für Klavier
1695,1990,Wie soll ich dich empfangen,Klaviersatz,Klavier,Original,aus: Weihnachtslieder für Klavier
1696,1990,Leise rieselt der Schnee,Klaviersatz,Klavier,Original,aus: Weihnachtslieder für Klavier
1697,1990,Vom Himmel hoch,Klaviersatz,Klavier,Original,aus: Weihnachtslieder für Klavier
1698,1990,Fröhliche Weihnacht,Klaviersatz,Klavier,Original,aus: Weihnachtslieder für Klavier
1699,1990,Wir sagen euch an,Klaviersatz,Klavier,Original,aus: Weihnachtslieder für Klavier
1700,1990,Zwischen Ochs und Eselein,Klaviersatz,Klavier,Original,aus: Weihnachtslieder für Klavier
1701,1990,Inmitten der Nacht,Klaviersatz,Klavier,Original,aus: Weihnachtslieder für Klavier
1702,1990,Freu dich Erd und Sternenzelt,Klaviersatz,Klavier,Original,aus: Weihnachtslieder für Klavier
1703,1990,Ihr Hirten erwacht,Klaviersatz,Klavier,Original,aus: Weihnachtslieder für Klavier
1704,1990,"O heilges Kind, wir grüßen dich",Klaviersatz,Klavier,Original,aus: Weihnachtslieder für Klavier
1705,1990,Sei willkommen Jesulein,Klaviersatz,Klavier,Original,aus: Weihnachtslieder für Klavier
1706,1990,"Auf, auf! Ihr Buben",Klaviersatz,Klavier,Original,aus: Weihnachtslieder für Klavier
1707,1990,Christus ist geboren,Klaviersatz,Klavier,Original,aus: Weihnachtslieder für Klavier
1708,1990,O laufet ihr Hirten,Klaviersatz,Klavier,Original,aus: Weihnachtslieder für Klavier
1709,1990,O du fröhliche,Klaviersatz,Klavier,Original,aus: Weihnachtslieder für Klavier
1710,1990,"Stille Nacht, heilge Nacht",Klaviersatz,Klavier,Original,aus: Weihnachtslieder für Klavier
1711,1990,Maria durch ein Dornwald ging,Klaviersatz,Klavier,Original,aus: Weihnachtslieder für Klavier
1711a,1990,"Josef, lieber Josef mein",Klaviersatz,Klavier,Original,aus: Weihnachtslieder für Klavier
1712,1992,Machet die Tore weit,Notensatz,"Singstimmen, Klavier, Orgel",Kopie,
1712a,1992,"Freue dich sehr, du Tochter Zion",Notensatz,"Singstimmen, Klavier, Orgel",Original,
1713,1994,"Psalm 18 - Herr, mein Fels…",Chorsatz,gem. Chor,Original,Frau Elke Schreiber und dem Kirchenchor Leutershausen in herzlichem Gedenken gewidmet!
1714,1998,Jahreslosung 1998,Chorsatz,Frauen,Kopie,
1715,,Einen andern Grund kann niemand…,Chorsatz,gem. Chor,Kopie,
1716,,"Liedstrophe aus dem EG 302,6",Chorsatz,gem. Chor,Kopie,
1717,1986,Ein wundersamer Traum,Chorsatz,gem. Chor,Original,Meiner lieben Frau Brigitte zu eigen
1718,,kein Inhalt,,,,
1719,,738/3 - Gedenktag der Reformation,?,?,Original,
1720,,789 - Bußtag - Ps. 130,,,Original,
1721,,742 - Adventszeit,,,Original,
1722,,773 - Christfest,,,Original,
1723,,"801,1 - Advent",,,Druck,
1724,,"801,2 - Weihnachten",,,Druck,
1725,,"801,3 - Jahreswechsel",,,Druck,
1726,,"801,4 - Jahreswechsel",,,Druck,
1727,,"801,5 - Vorfastenzeit",,,Druck,
1728,,"801,6 - Passionszeit (Invocavit bis Laetare)",,,Druck,
1729,,"801,7 - Passionszeit II",,,Druck,
1730,,"801,8 - Gründonnerstag",,,Druck,
1731,,kein Inhalt,,,,
1732,,"801,9 - Karfreitag",,,Druck,
1733,,"801,10 - ?",,,Druck,
1734,,"801,11 - Himmelfahrt und Exaudi",,,Druck,
1735,,"801,12 - Pfingsten",,,Druck,
1736,,"801,13 - Trinitatis",,,Druck,
1737,,"801,14 - Trinitatis I",,,Druck,
1738,,"801,15 - Trinitiatis II",,,Druck,
1739,,"801,16 - Trinitatis III",,,Druck,
1740,,"801,17 - Trinitatis IV",,,Druck,
1741,,"801,18 - Trinitatis V",,,Druck,
1742,,"801,19 - Buß- und Bettage",,,Druck,
1743,,"801,20 - Reformationsfest",,,Druck,
1744,,"801,20 - Reformationsfest - Augsburger Konfession, Ordination",,,Druck,
1745,,kein Inhalt,,,,
1746,,kein Inhalt,,,,
1747,,788 - Beerdigung - Ende des Kirchenjahres,,,,
1748,,ohne Inhalt,,,,
1749,,ohne Inhalt,,,,
1750,,"801,14 -Trinitatis I",,,Original,
1751,,Judica bis Karsamstag,,,Original,
1752,,"801,10 - Ostern",,,Original,
1753,1981,Choral-Kantate - Vorspiel Orgel,Notensatz,"Bläser, Orgel",Kopie,"Aus der Choral-Kantate ""Gelobt seist du"""
1754,1981,Strophe 3 - Den aller Weltkreis…,Notensatz,"Chor, Gemeinde",Kopie,"Aus der Choral-Kantate ""Gelobt seist du"""
1755,1981,Strophen 1 und 4,Notensatz,"Chor, Gemeinde",Kopie,"Aus der Choral-Kantate ""Gelobt seist du"""
1756,1981,Strophen 6 und 2,Notensatz,"Instr., Singestimme",Kopie,"Aus der Choral-Kantate ""Gelobt seist du"""
1757,1981,Strophe 7 - Das hat er alles uns getan,Notensatz,Gem. u. Chor u. Sopran-Singstimme,Kopie,"Aus der Choral-Kantate ""Gelobt seist du"""
1758,1988,Christnacht-Meditation,Orgelsatz,Orgel,Kopie,"für Astrid Kuschel, 14.12.88"
1759,1988,Christnacht-Meditation,Notensatz,"B-Klarinette, Klavier, Orgel",Kopie,"für Astrid Kuschel, 14.12.88"
1760,1992,Warum soll ich mich denn grämen,Orgelsatz,Orgel,Kopie,
1761,1991,Nun jauchzet dem Herrn,Notensatz,"Chor, Orgel",Kopie,
1762,1987,Weihnachtsgedanken 1987,Notensatz,"Singstimme, Tasteninstrument",Kopie,"für Philipp Kamprath-Scholtz von seinem Lehrer Emanuel Vogt, 22.12.1987"
1763,1981,Interludium - zwischen Strophe 1 und 2,Orgelsatz,Orgel,Kopie,"Aus der Choral-Kantate ""Gelobt seist du"""
1764-1785,1985,Klavierbearbeitungen,Klaviersatz,Klavier,Original,Für seine Klavierschülerin Martina Link
1786,,"Lobe den Herren, o meine Seele",Notensatz,"Klavier, Orgel",Kopie,
1787,,"Christus, der ist mein Leben",Notensatz,"Klavier, Orgel",Kopie,
1788,,Wie soll ich dich empfangen - Chroraleinleitung,Notensatz,"Klavier, Orgel",Kopie,Weihnachtszyklus
1789,,Wie soll ich dich empfangen,Notensatz,"Klavier, Orgel",Kopie,Weihnachtszyklus
1790,,Macht hoch die Tür,Notensatz,"Klavier, Orgel",Kopie,Weihnachtszyklus
1791,,Es kommt ein Schiff geladen,Notensatz,"Klavier, Orgel",Kopie,Weihnachtszyklus
1792,,"Gelobt seist du, Jesu Christ",Notensatz,"Klavier, Orgel",Kopie,Weihnachtszyklus
1793,,Vom Himmel hoch,Notensatz,"Klavier, Orgel",Kopie,Weihnachtszyklus
1794,,Es ist ein Ros entsprungen,Notensatz,"Klavier, Orgel",Kopie,Weihnachtszyklus
1795,,Lobt Gott getrostl mit Singen,Notensatz,"Klavier, Orgel",Kopie,
1795a,,"Erhalt uns Herr, bei Deinem Wort",Notensatz,"Klavier, Orgel",Kopie,
1796,,"Fahre fort, fahre fort",Notensatz,"Klavier, Orgel",Kopie,
1797-1800,,ohne Inhalt,,,,
1801,,"Hör, hör, hör, so singen Engelschör",Chorsatz,gem. Chor,Original,
1802,1996,Jahreslosung 1996 - Die Güte ist des Herrn + Kanon: Cantate Domino,Chorsatz,gem. Chor,Original,nach Taizé
1803,,Nunc dimittis - Beiblatt zur Komplet,Notensatz,"Einzelstimme, Chor",Druck,
1804,1996,"Hör, hör, hör, so singen Engelschör",Notensatz,gem. Chor,Original,
1805,1995,Es lagen im Felde die Hirten,Chorsatz,gem. Chor,Original,
1806,1995,Auf auf! Ihr Buben,Chorsatz,gem. Chor,Original,
1807,1994,Es kommt ein Schiff geladen,Chorsatz,gem. Chor,Original,"Meinem lieben Freund Helmut Duffe und dem Kirchenchor Windsbach, 13.10.94"
1808,1997,"EG 19 - O komm, o komm",Chorsatz,gem. Chor,Original,
1809,1998,"Jahreslosung 1999 - Matt. 28,20",Chorsatz,gem. Chor,Original,
1810,1996,"Lobe den Herren, den mächtigen König",Notensatz,"Orgel, Klavier",Original,
1811,1996,"Harre, meine Seele",Notensatz,"Orgel, Klavier",Original,
1812,,ohne Inhalt,,,,
1813,1978,"Psalm 82, 3+4",Notensatz,"Chor, Gemeinde",Kopie,
1814,1998,Präludium,Bläsersatz,Bläser,Kopie,für den Posaunenchor Immeldorf
1815,,ohne Inhalt,,,,
1816,1995,"Vesper anlässlich der Veranstaltung ""Gehet hin in alle Welt",Versch.,Verschi.,Original,
1817,1994,Jahreslosung 1884,Notensatz,Einzelstimme,Kopie,
1818,1992,Kanons,Notensatz,Chor,Kopie,
1819,1988,Gott ist und bleibt getreu,Chorsatz,gem. Chor,Kopie,
1820,,"Ach, du liegst im Stall",Notensatz,Querflöte,Original,
1821,1984,Ein neues Jahr…,Notensatz,"Singstimme, Tasteninstrument",Kopie,
1822,1985,Nun kann es nie ganz dunkel werden,Notensatz,Männer,Original,
1823,1985,Weil Gott in tiefster Nacht,Notensatz,gem. Chor,Original,
1824,1985,Geh betend in den Tag hinein,Chorsatz,Frauen,Original,
1825,1988,Dürrenmungenauer Jubiläums-Intrade,Bläsersatz,Bläser,Original,"aus der Intradensammlung des Komponisten, Dem Dürrenmungenauer Jubel-Chor…"
1826,1970,Festliche Einleitung,Bläsersatz,Bläser,Kopie,aus der Intradensammlung des Komponisten
1827,1983,Wattenbacher Intrade,Bläsersatz,Bläser,Original,aus der Intradensammlung des Komponisten
1828,1978,Advents-Intrade,Bläsersatz,Bläser,Original,aus der Intradensammlung des Komponisten
1829,1976,Intrade nach einem französischen Meister,Bläsersatz,Bläser,Original/Kopie,"aus der Intradensammlung des Komponisten, Original im Privatbesitz - Johannes Vogt-Krause"
1830,1976,Menuett,Bläsersatz,Bläser,Original/Kopie,"Intrade und Menuett können kombiniert werden…, aus der Intradensammlung des Komponisten, Original im Privatbesitz - Johannes Vogt-Krause"
1831,1971,Intrada con danza,Bläsersatz,Bläser,Original/Kopie,aus der Intradensammlung des Komponisten - Original im Privatbesitz - Johannes Vogt-Krause
1832,1983,Plößberger Intrade '83,Bläsersatz,Bläser,Original,aus der Intradensammlung des Komponisten
1833,1983,"Intrade ""Fröhliches Volk""",Bläsersatz,Bläser,Original,aus der Intradensammlung des Komponisten
1833a,1983,Windsbacher Bläser-Ruf,Bläsersatz,Bläser,Original,aus der Intradensammlung des Komponisten
1834,1983,Kirchweih-Intrade,Bläsersatz,Bläser,Original,"aus der Intradensammlung des Komponisten, Original im Privatbesitz - Kathrin Vogt"
1835,1983,Trost-Pflaster-Intrade,Bläsersatz,Bläser,Original,aus der Intradensammlung des Komponisten
1836,1983,Nun danket alle Gott,Bläsersatz,Bläser,Original,aus der Intradensammlung des Komponisten
1837,1978,Was soll das bedeuten,Bläsersatz,Bläser,Original,aus der Intradensammlung des Komponisten
1838,1982,Ein große Freud verkünd ich euch,Bläsersatz,Bläser,Original,aus der Intradensammlung des Komponisten. Original im Privatbesitz - Kathrin Vogt
1838a,1982,Sei willkommen Jesulein,Bläsersatz,Bläser,Original,"aus der Intradensammlung des Komponisten, Original im Privatbesitz - Kathrin Vogt"
1839,1970,Neuendettelsauer Spielstück,Bläsersatz,Blä,Original,"aus der Intradensammlung des Komponisten, Original im Privatbesitz -Kathrin Vogt"
1840,1970,Windsbacher Bläserstück II,Bläsersatz,Bläser,Original,aus der Intradensammlung des Komponisten
1841,1984,Großhaslacher Jubiläums-Intrade 84,Bläsersatz,Bl,Original,aus der Intradensammlung des Komponisten. Original im Privatbesitz -Kathrin Vogt
1842,1982,"Choral-Intrade über ""Nun danket alle Gott""",Bläsersatz,Bläser,Original,aus der Intradensammlung des Komponisten. Original im Privatbesitz -Kathrin Vogt
1843,1984,Sarabande,Bläsersatz,Bläser,Original,"aus der Intradensammlung des Komponisten, Original im Privatbesitz - Kathrin Vogt"
1844,1984,Dürrenmungenauer Erntefest-Intrade,Bläsersatz,Bläser,Original,"aus der Intradensammlung des Komponisten, Dem Posaunenchor in Dürrenmungenau gewidmet, Original im Privatbesitz"
1845,,Präludium in g-moll,Orgelsatz,Orgel,Original,"Aus der Sammlung ""Orgelbuch für Landorganisten I und II"" - 1. Korr. Okt./Nov 1982"
1846,,Präludium in A-Dur,Orgelsatz,Orgel,Original,"Aus der Sammlung ""Orgelbuch für Landorganisten I und II"" - 1. Korr. Okt./Nov 1983"
1847,1980,Präludium F-Dur,Orgelsatz,Orgel,Original,"Aus der Sammlung ""Orgelbuch für Landorganisten I und II"" - 1. Korr. Okt./Nov 1984"
1848,,Präludium C-Dur,Orgelsatz,Orgel,Original,"Aus der Sammlung ""Orgelbuch für Landorganisten I und II"" - 1. Korr. Okt./Nov 1985"
1849,,Präludium in C,Orgelsatz,Orgel,Original,"Aus der Sammlung ""Orgelbuch für Landorganisten I und II"" - 1. Korr. Okt./Nov 1986"
1850,,Passacaglia in d,Orgelsatz,Orgel,Original,"Aus der Sammlung ""Orgelbuch für Landorganisten I und II"" - 1. Korr. Okt./Nov 1987"
1851,,Trio in F-Dur,Orgelsatz,Orgel,Original,"Aus der Sammlung ""Orgelbuch für Landorganisten I und II"" - 1. Korr. Okt./Nov 1988"
1852,,Präludium und Fugata in e-moll,Orgelsatz,Orgel,Original,"Aus der Sammlung ""Orgelbuch für Landorganisten I und II"" - 1. Korr. Okt./Nov 1989"
1853,,Aria in d-moll,Orgelsatz,Orgel,Original,"Aus der Sammlung ""Orgelbuch für Landorganisten I und II"" - 1. Korr. Okt./Nov 1990"
1854,,Präludium in d-moll,Orgelsatz,Orgel,Original,"Aus der Sammlung ""Orgelbuch für Landorganisten I und II"" - 1. Korr. Okt./Nov 1991"
1855,,Fugato in d-moll,Orgelsatz,Orgel,Original,"Aus der Sammlung ""Orgelbuch für Landorganisten I und II"" - 1. Korr. Okt./Nov 1992"
1856,,Aria norvegica mit vier Variationen in a-moll,Orgelsatz,Orgel,Original,"Aus der Sammlung ""Orgelbuch für Landorganisten I und II"" - 1. Korr. Okt./Nov 1993"
1857,,Präludium in B-Dur,Orgelsatz,Orgel,Original,"Aus der Sammlung ""Orgelbuch für Landorganisten I und II"" - 1. Korr. Okt./Nov 1994"
1858,,Präludium in G-Dur,Orgelsatz,Orgel,Original,"Aus der Sammlung ""Orgelbuch für Landorganisten I und II"" - 1. Korr. Okt./Nov 1995"
